date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,server1_ioc,server2_ioc,server1b,server2b,server1b_ioc,server2b_ioc
2016-07-27,20:12:07,Montreal,Doubles,WTA,32,Yi-Fan Xu,Darija Jurak,1,SSSS;SssRS;rRRSr;rRDSssS;RSSSS;SRSRrsS;SSRSS;srSSs;rARrSSs;SrSrSS.RSRsrD;RrRsR;SSRrSrS;srSRSs;sSsS;sRSrSS;SRSSRRR;rSSDRSS;RsRSDSr,4-6 3-6,1,R32,Hardcourt,01:28:42,CHN,CRO,Saisai Zheng,Anastasia Rodionova,CHN,AUS
2016-07-27,22:13:58,Montreal,Doubles,WTA,32,Kateryna Bondarenko,Simona Halep,1,SSRSS;DRSSsDs;sSSRrrr;RssSs;RRDR;RRsSSrS;RsrRSD.sSSs;rSrRSsS;SSSDrS;sRSRSs;srSSS;SsRsRS;SSSS;RRSSrR;SSsS,1-6 3-6,1,R16,Hardcourt,00:56:39,UKR,ROU,Olga Savchuk,Monica Niculescu,UKR,ROU
2016-07-27,23:33:10,Montreal,Doubles,WTA,32,Naomi Broady,Eri Hozumi,1,DrSsSrS;DrRSSr;rsSrSRS;RSRSSDR;RSSrDsR;SRSRDR;RRRSR;rrRSASS;SSRDsS.SASRS;rSsss;rRArR;SSSDS;sSRSs;rSSSRDS;rsSRRr;SRsSRS,3-6 2-6,1,R32,Hardcourt,01:01:50,GBR,JPN,Shelby Rogers,Maria Irigoyen,USA,ARG
2016-07-28,0:44:09,Montreal,Doubles,WTA,32,Daria Gavrilova,Chia-Jung Chuang,0,rSRrR;sDSsRS;RRRSsSS;rSRAsS;RssRSs;ssSS;SsRSrs;rsSSS;Sssrs;RsSSS.RSRSSA;RSrSSRr;DSRRSSS;SASrS;RsSSrRS;sSSs;SSSRS;RSrSRSs;rSsSS.S/SS/ss/SS/sD/Sr/sR/RR/Rr/S,4-6 6-3 10-8,1,R32,Hardcourt,01:22:12,AUS,TPE,Samantha Stosur,Anastasia Pavlyuchenkova,AUS,RUS
2016-07-28,0:57:44,Montreal,Doubles,WTA,32,Nao Hibino,Jelena Ostapenko,1,srSrSS;DRSSsS;RRRr;sRrRD;SrSrsS;SrrSsrS;SRSRss;SSrrss;RrRR;rsSrDAA.SRrsRSr;RSASs;RRrsR;rRSrr;SSSrS;SSAs;rSRRr;RRsrSR;SSSrRRS;ArSrDD;rssRrsS;rRrR.S/rs/RS/rs/rS/SR/sA/Sr/S,6-4 5-7 6-10,1,R32,Hardcourt,01:25:41,JPN,LAT,Alicja Rosolska,Elina Svitolina,POL,UKR
2016-07-28,18:44:20,Montreal,Doubles,WTA,32,Christina McHale,Raquel Atawo,0,rrrsSR;DSsDrsS;RrRSAr;RDRSR;RSsRRSS;rSDSss;SrSSRRR;sSDsDS.rSDSsS;rsRSRSS;DSSSrS;SSss;DSRsSRs;srAARDr;sSRSRrR;DDSRSD;rrSSrSr;RDRSsr.S/sR/SS/rR/rr/AS/RS/DS/SR/sr/S,2-6 6-4 11-9,1,R16,Hardcourt,01:29:10,USA,USA,Asia Muhammad,Abigail Spears,USA,USA
2016-07-28,20:30:54,Montreal,Doubles,WTA,32,Naomi Broady,Martina Hingis,0,RDRsr;sSSS;RSDSSRR;SDSSrrD;DRRr;sSSrS;srrSRSr.SSSDRS;RRSSRSR;srSsS;sSSDRRD;DsSSS;ssAS;SSRSRS,6-1 6-1,1,R16,Hardcourt,00:43:48,GBR,SUI,Shelby Rogers,Sania Mirza,USA,IND
2016-07-28,21:33:43,Montreal,Doubles,WTA,32,Daria Gavrilova,Karolina Pliskova,0,SDsSs;rSSSRrD;rDRSSR;RsSRRSD;SDRsrsr;ssSDRRr;SsRSS;sSSS;RDSSSS.SrSrrsS;SSSS;SSrSDRs;SsSS;SSRsrs;DRSRSsR;SsRRrSS;SRSSrS;SssDrRs.S/Rs/RR/RR/Ss/sR/sS/sr,6-3 3-6 10-5,1,R16,Hardcourt,01:11:25,AUS,CZE,Samantha Stosur,Barbora Strycova,AUS,CZE
2016-07-28,23:03:30,Montreal,Doubles,WTA,32,Caroline Garcia,Anna-Lena Groenefeld,1,sSsDRRs;SrRRr;SRRRR;DsSRSS;rRSRsR;sSSrRrS;RrRR;rSrrSr;ssrsrS;SSSs.SsRsS;rsSSRS;SSSrrs;RsRSRsS;RSsRSDr;ARSrSS;SSSs;SRSRrSR;RsSDrSr;rrSRD;sDsss;RSSDSRD.R/RR/RA/RS/sS/RD/rS/D,6-4 5-7 4-10,1,R16,Hardcourt,01:34:56,FRA,GER,Kristina Mladenovic,Kveta Peschke,FRA,CZE
2016-07-28,2:23:51,Montreal,Doubles,WTA,32,Anna-Lena Groenefeld,Madison Brengle,1,rSSSS;RSrSSDR;SSrsS;SRRSRr;SSRrSs;RSSrrR.DSRsDSS;sRrRR;DSSRRsr;RsSRSrS;DSsRRsD;RSRRSSR;RSSSrRS;RsSRrD;SSDrRD;SRSRsRR,0-6 4-6,1,R32,Hardcourt,01:04:12,GER,USA,Kveta Peschke,Tara Moore,CZE,GBR
2016-07-29,18:44:20,Montreal,Doubles,WTA,32,Daria Gavrilova,Ekaterina Makarova,0,SrSss;RRRSD;RRSssS;RSRsSS;SSSDDS;RSSRSS;RSrRR;rSsRrSS;RSrSSs;sRSRSs;SSRSrRs;RsASS;R/rS/RR/ss/D.RSSSS;RsRRSR;rSRSSs;rrSSRSD;RSAARRS;rSRrR,7-6(1) 6-0,1,QF,Hardcourt,01:14:12,AUS,RUS,Samantha Stosur,Elena Vesnina,AUS,RUS
2016-07-29,20:15:35,Montreal,Doubles,WTA,32,Martina Hingis,Christina McHale,1,DSrSRR;SSSRDs;SRDSSS;SrsRARS;SSSS;ssrsS;RSRSRSS;SRrsSS;SSSrRRS;SrSRrSS.SsRSS;SsARrRS;SSRrDSR;rsDRASS;DSsRSRS;RsSDSs;SrRSRSs;SRrsRSS;RRASrSD,4-6 3-6,1,QF,Hardcourt,01:10:37,SUI,USA,Sania Mirza,Asia Muhammad,IND,USA
2016-07-29,22:12:36,Montreal,Doubles,WTA,32,Caroline Garcia,Simona Halep,0,RrsSSs;SSrsS;SrRSSS;RrRR;rrrSSR;RRsSSS;rRRSSSR;SSSrRRs;ASRSRS;SSSrS.rSsSs;SSsS;RRSSsRr;rSSRsrR;AASs;SSDrsRr;RSsRRsR;RDRASSr;RSRSRSs.S/RS/RS/SS/RR/rS/SS/RD/rS/r,6-4 3-6 10-8,1,QF,Hardcourt,01:28:16,FRA,ROU,Kristina Mladenovic,Monica Niculescu,FRA,ROU
2016-07-30,0:44:01,Montreal,Doubles,WTA,32,Andreja Klepac,Bethanie Mattek-Sands,0,RSRSsS;srDrR;rsRsAS;rSrrR;SsRrSS;SSss;srSsRRR;rSSSS;SrSrSS.RSSsA;RrSRsR;rRsrR;SSsRS;SSRSS;RSRSSs;sAsrDrS;RSSSrRs;RSrsSS;SsDRRSr.R/Sr/SR/RR/rR/RS/rR/rR/RR,6-3 4-6 10-7,1,QF,Hardcourt,01:23:37,SLO,USA,Katarina Srebotnik,Heather Watson,SLO,GBR
2016-07-30,21:57:27,Montreal,Doubles,WTA,32,Simona Halep,Andreja Klepac,1,RSSsS;RSSSrs;RRSSrSS;RssRSRr;SSrDRR;RrSSRSR;SRsrsrS;SSARS;SRSSS.SrsrRSS;SSSrrRS;sSss;RSDRR;SSsS;sSSS;SRSSRrs;rSrrSsR.R/RR/SD/RS/SS/sS/Rr/SS/R,3-6 6-2 6-10,1,SF,Hardcourt,01:15:59,ROU,SLO,Monica Niculescu,Katarina Srebotnik,ROU,SLO
2016-07-31,1:23:57,Montreal,Doubles,WTA,32,Christina McHale,Ekaterina Makarova,1,SrSrSs;SSss;RSRSSRs;sSsRS;SrDRD;SrRSRR;SSsrS;SsSDS;DRSRR;RSSSS.SsDRsRR;sSrSs;RrrSR;sSrSDS;RSSsRS;sRssS;sSSA;ssDSRS,4-6 2-6,1,SF,Hardcourt,01:04:14,USA,RUS,Asia Muhammad,Elena Vesnina,USA,RUS
2016-07-31,22:14:54,Montreal,Doubles,WTA,32,Ekaterina Makarova,Simona Halep,0,sSsDDS;RSDSSs;sRSSs;SSSRS;sRrSSrs;SRARRsS;srsAS;rRSRR;RrrSSsS.RssrSS;RSrRSsA;SRSRRSD;SrrSrSR;SSSRRRR;RRRsr;RSSSrS;RSARsS;SRSRsRS;SSSS;RSRRR;rSrRAR;S/RS/RS/sr/RR/Sr/R,6-3 7-6(5),1,F,Hardcourt,01:35:29,RUS,ROU,Elena Vesnina,Monica Niculescu,RUS,ROU
2016-08-01,15:22:38,Nanchang,Doubles,WTA,16,Yafan Wang,Yuuki Tanaka,0,rDsSRSS;RDSRD;RSRssRS;SsrRsRS;SSRAS;RRRR;SRssRS.SRsSRRS;sRSSA;RRSrsR;SsRSS;rSrSrr;RsSss;SssS;SSSrS,6-1 6-2,1,R16,Hardcourt,00:55:42,CHN,JPN,Zhaoxuan Yang,Ran Tian,CHN,CHN
2016-08-01,22:59:42,Florianopolis,Doubles,WTA,16,Veronica Cepede Royg,Laura Pigossi,1,RSRDSR;RRsSrR;ssSRRRS;SSSrs;rSSDRsS;SRrRR;SsRSRS;RRSssS;sSSs.rRRR;SrsrSS;sSRsrS;ArSRRR;SRsSS;SSsrs;SRsSRRS;sSSrrS;SSRRRR;SSSRRs,3-6 4-6,1,R16,Hardcourt,01:10:24,PAR,BRA,Tereza Martincova,Nadia Podoroska,CZE,ARG
2016-08-02,20:53:32,Florianopolis,Doubles,WTA,16,Montserrat Gonzalez,Chia-Jung Chuang,0,rsDsRSr;RAsss;DSsSRS;SSSs;Ssss;rSSSS;DsSRss;DrSSrSs;RDRR.SsAs;rRRr;rSrsRR;SDDSsS;ssrDsS;srSSS;SRrRR;SRARSRS;SsDSrs;sSSRS.s/sS/RS/sS/sR/rS/rR/S,3-6 6-4 10-4,1,QF,Hardcourt,01:12:49,PAR,TPE,Ana Sofia Sanchez,Jelena Ostapenko,MEX,LAT
2016-08-02,21:25:08,Florianopolis,Doubles,WTA,16,Timea Babos,Veronica Cepede Royg,1,RrSAAs;rRrsSr;SrSsS;rSRrR;RsSSS;SsRrDR.SSSA;RRRr;RRSssS;RRDR;ssrSs;RrSRASs;rsSsrRs,0-6 1-6,1,QF,Hardcourt,00:41:15,HUN,PAR,Reka-Luca Jani,Tereza Martincova,HUN,CZE
2016-08-03,20:16:47,Florianopolis,Doubles,WTA,16,Montserrat Gonzalez,Timea Babos,0,SrSRRSD;RsSSs;RSsSrS;SRSsS;rSrrSR;SsARRRR;RSRRSSr;DSSDRSs.RRsRSr;SSSRS;DSRrSsS;SrSDSS;sSrrRR;sSSs;SDRDr,6-2 6-1,1,SF,Hardcourt,00:50:20,PAR,HUN,Ana Sofia Sanchez,Reka-Luca Jani,MEX,HUN
2016-08-03,21:44:33,Florianopolis,Doubles,WTA,16,Lyudmyla Kichenok,Alize Lim,0,SRRSRSS;SSSrRRR;SSRSs;RRsRR;SSRrSS;sRSRsrR.RSrSRR;RSRRSr;SSRArS;RSsRrSr;rRRSSAR;RRSRD;rsRsRSr;RrSSSRR;sDrsRsr;RSSRRSS;rSSRSS;RRSrR,6-0 7-5,1,SF,Hardcourt,01:17:41,UKR,FRA,Nadiia Kichenok,Valeria Solovyeva,UKR,RUS
2016-08-04,20:52:10,Florianopolis,Doubles,WTA,16,Lyudmyla Kichenok,Timea Babos,0,SSrsS;SrSSS;RrSARSS;RSRRSR;RRRSSSS;DDSRSSs;RRDD;RRDR;sssrA.rRSARD;RDSSss;RRSRSSR;SrSRSS;AsSDRs;ssDsS;rrRSD,6-3 6-1,1,F,Hardcourt,00:57:42,UKR,HUN,Nadiia Kichenok,Reka-Luca Jani,UKR,HUN
2016-08-06,14:52:04,Nanchang,Doubles,WTA,16,Yafan Wang,Chen Liang,1,RSSRrsS;SSsS;sRrsRR;SSSS;rSARSS;sSRRsDS;ssRRsRD;RDSSSS.rsRrR;rSRSrR;RSRSrR;SSDSDRR;rSssRRR;RRSRSss;ssSRA;RRSSSS;SsSS;SrSRsS,2-6 4-6,1,SF,Hardcourt,01:10:44,CHN,CHN,Zhaoxuan Yang,Jing Jing Lu,CHN,CHN
2016-08-07,12:44:42,Nanchang,Doubles,WTA,16,Shuko Aoyama,Chen Liang,0,SRDSSS;RRrR;sRDDr;SDRRR;RSSSs;SRrRR;sRDssrR;SRRRSSS;SSSS.sSSS;srSrRSS;RRSSrSS;SDSDrSS;SSSRs;RSSrSDs;DSDSRR;RSRsSRr;RSRSSRS;SSrrSS;SDRSSrS;ssSS;r/rR/sR/DD/ss.D/SR/SR/RS/rS/rR/rr/SR/RS/Rr/Ds/SS/R,3-6 7-6(2) 13-11,1,F,Hardcourt,01:39:23,JPN,CHN,Makoto Ninomiya,Jing Jing Lu,JPN,CHN
2016-08-14,17:12:08,Olympic Tournament Rio de Janeiro,Doubles,WTA,32,Timea Bacsinszky,Ekaterina Makarova,0,RSRASRRSRsRsSS;SsRSS;sSRsRS;SSDSrrrSrSsS;SRRSSA;sRsSS;RrrSR;SrDSRssS;rSRrsSSRsS;sSRss.SsSRRS;RSSSs;SSRSRS;SrSSS;SsrSDS;SRrrSSRSSrAS;SSsS;sSsS;SRSSRrsRRr;ssSS,6-4 6-4,1,F,Hardcourt,01:38:29,SUI,RUS,Martina Hingis,Elena Vesnina,SUI,RUS
2016-08-31,17:22:38,US Open,Doubles,WTA,64,Shuko Aoyama,Bethanie Mattek-Sands,1,SSSS;RSASS;RSSRRSSRRR;sSDSrS;SSRSs;rSrSRR;RSRSrr;RRrSSSSS;SSRRSs;SSsRRS.SSsRS;sRSsRS;RRSSRr;SSrsS;SSRrSS;ssDrsrSRSS;RrRr;SRDRSSSrRSrSAS,4-6 2-6,1,R64,Hardcourt,01:06:46,JPN,USA,Makoto Ninomiya,Lucie Safarova,JPN,CZE
2016-08-31,18:52:50,US Open,Doubles,WTA,64,Misaki Doi,Kiki Bertens,0,SRRrSsSS;SRrSSRRsrSSRss;SSSrrRSS;SDSRSA;SsSS;sSDDRSSA;SRrSSS;SASS;RRSrsR;RSSsS.DsRRr;sSSA;RSssDRSs;DSsRRr;RsSRRR;rsRRSSss;rRRR;SssDRrSS,6-4 6-2,1,R64,Hardcourt,01:10:21,JPN,NED,Varvara Lepchenko,Johanna Larsson,USA,SWE
2016-09-01,23:37:07,US Open,Doubles,WTA,64,Gabriela Dabrowski,Daria Gavrilova,0,rrRR;DssRSRSS;SRRRr;SRSSRrAs;SSDRSRSS;SSsRRS;rSRSSrSrsRRD.SSRRSs;SRSSS;SRsrSs;RRSRr;SRrsRsSRRSRSADrSSRSS;SrSSs;sSSDs;RsSSs;RrsRR;rRSSRR,6-1 6-4,1,R64,Hardcourt,01:11:51,CAN,AUS,Maria Jose Martinez Sanchez,Daria Kasatkina,ESP,RUS
2016-09-02,17:16:34,US Open,Doubles,WTA,64,Eri Hozumi,Darija Jurak,0,rrSSSS;SSRSS;SRRRSSRr;SRRSRSRSRr;SSSS;SDsRSS;sRSsRRSS;RDsSAS;SRSDRSSRAS;rSrSrR.SSSRS;SRSRRSARSS;RDSRSSSS;SSRRsS;SsRSS;RRrSsSsDSDSS;SSRSRS;SRRRR;SSRSS,6-4 6-3,1,R32,Hardcourt,01:22:37,JPN,CRO,Miyu Kato,Anastasia Rodionova,JPN,AUS
2016-09-02,18:46:23,US Open,Doubles,WTA,64,Bethanie Mattek-Sands,Lara Arrubarrena-Vecino,1,SrSDSs;sRSRsrRSsS;SRRRR;SSRSS;RSSSRS;SsAS;SrSsrS;rSRrD;sSsRs;SSSrRRSrRR.RsSsrS;rSDssRSs;DSSRSrSs;RRRr;RSSsS;rRSSRR;sRSSs,4-6 1-6,1,R32,Hardcourt,01:05:09,USA,ESP,Lucie Safarova,Olga Savchuk,CZE,UKR
2016-09-02,19:33:41,US Open,Doubles,WTA,64,Kiki Bertens,Asia Muhammad,1,rRRR;RrRSR;SDDRR;SSrSRS;SSRrRR;SRRSrSRArr;ARSDDr;rsRRSSSRRr;RSSDSS;SRRRSSRssDSS.sRDSSRRsRSSS;sSSS;sSRrrD;SSSRS;srSrsrRr;SDRSRR;sRsRRD;rRSRSr;SsSrs;SRSsS,4-6 4-6,1,R32,Hardcourt,01:15:44,NED,USA,Johanna Larsson,Taylor Townsend,SWE,USA
2016-09-02,20:09:13,US Open,Doubles,WTA,64,Cagla Buyukakcay,Danka Kovinic,0,RSrSSS;SRRsrr;rRsrssSRsS;sRSSrS;SSRsS;SrASS;SSsRs;SDSSRRrARR.RSSsS;RSSSS;srRSRR;rSssDS;rSRSSrDR;sArsrRSS;sSRsRS;RRSRSSrR;RSSSS;SSSs.Rrrr;SSsS;SSSS;SSsDrS;SSSS;RRSRsSRSrSRR;rrSSSS;rDrr;SrDSrsDr;SADRSs;RRsRSr;sRrSSs,2-6 6-4 7-5,1,R64,Hardcourt,01:52:36,TUR,MNE,Anastasija Sevastova,Alicja Rosolska,LAT,POL
2016-09-02,21:09:30,US Open,Doubles,WTA,64,Yi-Fan Xu,Marina Erakovic,0,SRsrrR;SRRSrD;SSDrSrSRsS;rRSrSsRSSS;sRSSs;sSss;SSsS;SRrrR;SSSs.SSRSDS;srRRR;SRrrsSSrDD;SRSrsRSs;SSRsrS;SSSS;rSRDSsSs;SRSRSs;srsrrSSrSS;SrSRSrSS;sRrrsSSDsDsS;rRSSSs;r/SS/sR/SS/sS/RR/R,6-3 7-6(5),1,R32,Hardcourt,01:42:53,CHN,NZL,Saisai Zheng,Arantxa Parra Santonja,CHN,ESP
2016-09-02,21:13:48,US Open,Doubles,WTA,64,Hao-Ching Chan,Alla Kudryavtseva,0,ARsDRsDR;RSSSDS;SSSS;SSRAS;RRSRR;RSSSS;RSSSrS;SSSRRS.RsSSrS;RRSSDR;RSRRSSSRSS;RRRSSSRr;SSSS;SDRRR.SRDSRR;RRSSSS;RSRRr;DSSRRR;SSSS;SSRRRSRR;SRRRR;SSDRSS;RRSRR,6-2 0-6 6-3,1,R32,Hardcourt,01:21:37,TPE,RUS,Yung-Jan Chan,Sabine Lisicki,TPE,GER
2016-09-02,21:30:30,US Open,Doubles,WTA,64,Samantha Stosur,Ekaterina Makarova,0,RSRRSSSS;SSSS;SrRsRSsRrr;SDRSsrRr;RSsRsRSs;rSRRSSsRRr;SARSS;sSSRS;DSSSS.SSRrRSrSSs;SSrRSs;sRSSS;RSSDRR;SRRRR;SSss;rRSRsr;SSSS;rASSRDsS;RsSsrRRR;SSrsS;rSSRSrSS;R/SS/Ss/SR/rR/RR/SS/R.rArArsSRRSss;SRSSS;rSRsRSsS;sSRSrRsS;rRRSR;Ssss;srRRsSRsss;SARRRSSS;sDRsRASs;SrsSs,3-6 7-6(6) 6-4,1,R32,Hardcourt,02:25:42,AUS,RUS,Shuai Zhang,Elena Vesnina,CHN,RUS
2016-09-02,23:16:24,US Open,Doubles,WTA,64,Caroline Garcia,Kurumi Nara,0,RRRSSSSS;RRSrSSRArSRSSRRSRSRr;RRSSRSAS;SSSS;ASRSS;RsRSSrRSSRSS;RRRR;RRSRR;SSRRSRAS.SSRRRSRSRR;SRRSSS;SRRSSS;SRSSRS;SSSS;SSSS;RASSRRRSRSSRSRSS;SSSS;SRRSRR,6-3 6-3,1,R64,Hardcourt,01:24:13,FRA,JPN,Kristina Mladenovic,Naomi Osaka,FRA,JPN
2016-09-03,17:18:35,US Open,Doubles,WTA,64,Nicole Gibbs,Michaella Krajicek,1,RSSrRR;SRSDAA;SsRRDsSrrsSRsRRR;rRSrSSSDrSSRRsSRrASrDSRSsRSS;RSSSS;SrSsrrSs;RSSRSRSRSs;ASDSRS.RrSRr;rrrSAR;RSsSrS;SsSrrS;SSRsrS;sRsArS;SSrSs;SRRsSrRR;rsSSRS.RSssS;SSSs;sRrssS;SSRsS;SSsS;RsrsSS;sSSRS;ssRSS;rRDSSSss;SRSsrS;RRSRR;SsRSRS,6-2 3-6 5-7,1,R32,Hardcourt,02:09:35,USA,NED,Nao Hibino,Heather Watson,JPN,GBR
2016-09-03,20:51:03,US Open,Doubles,WTA,64,Sania Mirza,Viktorija Golubic,1,sSrsS;sRrRR;sSRss;RRRSSr;SSsS;SDRsSA;DRRR;DSRRr.RRSrr;AsAS;SSsS;RSsRSS;SSSrS;RSRSSS;rrrSSSSRsS;RRSSSA;rssSS;srSRrSRr;SRrRSsRR;SrRsRSrSRR;S/rS/RS/SR/sS/SS/S,2-6 6(5)-7,1,R32,Hardcourt,01:20:28,IND,SUI,Barbora Strycova,Nicole Melichar,CZE,USA
2016-09-04,18:40:08,US Open,Doubles,WTA,64,Caroline Garcia,Eri Hozumi,0,SSSS;SRSSS;rsSSs;rSRRR;rSSSDRSS;SrRSSs;RSSRSS;SRRsSRRr.sSSA;SRRrSr;SrSSS;RRRr;SRsSRRrSAS;sSSS;SsrsrRRsRSDr;SSRRSrRSSrSRSs;ASrSS,6-2 6-3,1,R16,Hardcourt,01:08:56,FRA,JPN,Kristina Mladenovic,Miyu Kato,FRA,JPN
2016-09-04,18:58:04,US Open,Doubles,WTA,64,Vania King,Ekaterina Makarova,0,SRrSsRSRSS;RrSSDsrSSS;sSSRRs;SSRRRAsS;DsSSs;rrSRSR;SSrSS;rRSRSSsRRR.RrRSr;SSSS;rDSRR;RRsSSRSS;rrsrR;RDrR;SRrrr.SsRSs;SrSRRr;RRRSD;RSRRR;SrSSS;SsSs;sSSRs;srsSrrSRrR,2-6 6-1 6-2,1,R16,Hardcourt,01:40:22,USA,RUS,Monica Niculescu,Elena Vesnina,ROU,RUS
2016-09-04,22:20:24,US Open,Doubles,WTA,64,Martina Hingis,Yi-Fan Xu,1,SrRSRR;RSRSRSrSsRrR;RRRR;sRrSRR;SsSS;SrRRSR;SRRSRR;RrSSRSRSSS;sRSSS;SSSRRRrSsrRD.rSSADS;RSRRSsRSRR;DDrSSR;SRSRrSrR;SsRsRRRsRr;SSSrrS;SSRDrSsS;RRsSSRSRSrSS;SDRRD;SRSSS.RRrSsr;RSRSRR;SSsS;SSDRrSSrrSRR;SsRSS;RSSrSRRSRR;RSRDsR;sDRRSR,4-6 6-4 2-6,1,R16,Hardcourt,02:11:13,SUI,CHN,Coco Vandeweghe,Saisai Zheng,USA,CHN
2016-09-05,17:11:24,US Open,Doubles,WTA,64,Andreja Klepac,Alla Kudryavtseva,0,SRSSS;rSASA;SSsRs;RSsSS;SSSs;DRSsSS;DSSRrR;SSRRDr;RSSRSS;SDssDS;DRrsR;SSARRRDSrr;s/SS/SS/rD/sR/r.rRRr;sSSs;RssSrrrr;rSRSSS;SrRDr;SrRsSS,7-6(3) 6-0,1,R16,Hardcourt,01:02:53,SLO,RUS,Katarina Srebotnik,Sabine Lisicki,SLO,GER
2016-09-05,18:32:22,US Open,Doubles,WTA,64,Barbora Krejcikova,Andrea Hlavackova,1,sSSs;rRsSSRRsSs;SsSs;ssrrSRSs;RsSSRS;rsDSrssRAS;SrRSSRSS;SSRRSS;RRSSSS;DSssS;SrSrSS;SsRrrSrSRD.SSsS;SRSSs;SRRSRSRSSS;SDRsSS;RrsSSRSS;SSSRrS;rDrsD;RSRDSSsDrsSRSS;rRSSss;RSRRASsRrSrR;RRSSSs;SrsrRR,5-7 5-7,1,R16,Hardcourt,01:53:17,CZE,CZE,Katerina Siniakova,Lucie Hradecka,CZE,CZE
2016-09-05,20:59:56,US Open,Doubles,WTA,64,Sania Mirza,Nicole Gibbs,1,RDRSR;SRRsRSRR;SSSs;SrRSSS;SSDRSs;rrrSR;RrSSSS;sRRSSs;RRRr;RRSRsR.SRSsS;DsSSS;rsRRsR;sSRsRS;SrsSRRsRRSSS;SRSRSS;SSSS;rRrSsSSs;SRSSDs;ASRrRr;SRASs;rrrR,4-6 5-7,1,R16,Hardcourt,01:17:45,IND,USA,Barbora Strycova,Nao Hibino,CZE,JPN
2016-09-06,17:11:05,US Open,Doubles,WTA,64,Bethanie Mattek-Sands,Asia Muhammad,0,SrssS;SsSRrRSDSRSrSRDr;SrSSRs;SRRrR;sSSRRDSS;SSRRsS;sSrSrs.RrsSRr;RSSRRsSS;RRSRR;SsDSs;SAsRRrSrRSSrsS;SsRRsRSrrSRR;SRrsrsRr;SRDSsS,6-1 6-2,1,QF,Hardcourt,01:13:51,USA,USA,Lucie Safarova,Taylor Townsend,CZE,USA
2016-09-06,18:46:04,US Open,Doubles,WTA,64,Andreja Klepac,Ekaterina Makarova,0,SSRSs;SrSrSrSS;RDASDR;sSAs;rSrSrsSRSS;SSsS;rrSSSRRASs;RsRRSASS;RSRssS;sRRrAsrSSS.RRSRsSRR;ASsRS;SRRSSS;SSsS;srRRssRSAs;SSRRSRSRSS;rSRRr;RSsSS,6-4 6-2,1,QF,Hardcourt,01:24:38,SLO,RUS,Katarina Srebotnik,Elena Vesnina,SLO,RUS
2016-09-06,20:20:22,US Open,Doubles,WTA,64,Sania Mirza,Caroline Garcia,0,rSSSRS;sSSS;SSSS;SrrRr;SSSrS;sSss;SsSrS;RRSSrSRsSs;rRRr;SSAS;ssRSs;SRSsRS;R/Ss/RR/RS/Ss/s.SSAS;RRDR;SRRSArSs;SrRRR;SSrSDs;SRSSS;RSSsRS,7-6(3) 6-1,1,QF,Hardcourt,01:11:49,IND,FRA,Barbora Strycova,Kristina Mladenovic,CZE,FRA
2016-09-07,17:23:28,US Open,Doubles,WTA,64,Martina Hingis,Barbora Krejcikova,1,SsSrS;rsrRr;RSsRsrSRsS;SSRss;srsAs;SSRrRr;SRSRSS.srSSRrDR;sSSs;sRsRSA;SSsRS;RSsSRRrsSS;AArsrRsRSS;SsRSRrRR;RRssSS,1-6 2-6,1,QF,Hardcourt,01:02:24,SUI,CZE,Coco Vandeweghe,Katerina Siniakova,USA,CZE
2016-09-08,18:20:41,US Open,Doubles,WTA,64,Bethanie Mattek-Sands,Ekaterina Makarova,0,SrsSs;RrSrD;SsSS;SsrSS;SRrsSS;SSSS;AsDSS;SrRSSRrR.SSRrrr;RrRSSR;RSssA;RSRrsSss;SrSrrSsrsS;RSSSs;DSsAs;rRSSrSAs;SSSRS;SSRRSS;sSSS;RSsSS;r/rS/sS/SR/sS/sr,6-2 7-6(4),1,SF,Hardcourt,01:24:45,USA,RUS,Lucie Safarova,Elena Vesnina,CZE,RUS
2016-09-08,20:09:48,US Open,Doubles,WTA,64,Caroline Garcia,Martina Hingis,0,rrrsSSsS;rsRSSs;RRRR;SRRSRR;RsSSS;SrRSRr;SSsRrS;SSSS;rsSSA.SsSS;rSSSs;RrsRR;SsSRS;SSRrSRSRSS;srArAs;RSRRr;DSrrD;RSSDSS;sRsSS,6-3 6-4,1,SF,Hardcourt,01:11:48,FRA,SUI,Kristina Mladenovic,Coco Vandeweghe,FRA,USA
2016-09-11,18:16:42,US Open,Doubles,WTA,64,Bethanie Mattek-Sands,Caroline Garcia,1,rrRsr;rSSSrS;ssrsS;SSSRA;sSrRrR;RRARsSAS;rSsrSS;SSrSrS.SrSSS;RSssRrSS;RsSSRS;ASsRs;SDSRrsSS;DSSRSs;sSSRS;RssArS;rRsRsR;rRrR;SSSRS;SSrrrSSS;S/SR/sr/SR/SS/SS/s.SRrrSr;SSsS;DsASs;SRSRSS;rsSsS;SSSs;sRSsA;SRsRSS;SsrAs;SDSSRS,6-2 6(5)-7 4-6,1,F,Hardcourt,02:07:22,USA,FRA,Lucie Safarova,Kristina Mladenovic,CZE,FRA
